patent_id,inventor_id,company_id
10000732,inv_001690,asg_00268
10000733,inv_000763,asg_00370
10000733,inv_000078,asg_00370
10000733,inv_000300,asg_00370
10000734,inv_000691,asg_00383
10000734,inv_000691,asg_00154
10000735,inv_001477,asg_00221
10000735,inv_001477,asg_00059
10000735,inv_001337,asg_00221
10000735,inv_001337,asg_00059
10000735,inv_001521,asg_00221
10000735,inv_001521,asg_00059
10000736,inv_001421,
10000736,inv_001636,
10000737,inv_000562,asg_00256
10000737,inv_001529,asg_00256
10000737,inv_001410,asg_00256
10000737,inv_001593,asg_00256
10000738,inv_001388,asg_00208
10000738,inv_000583,asg_00208
10000739,inv_000562,asg_00325
10000739,inv_000546,asg_00325
10000740,inv_001452,asg_00032
10000741,inv_001204,asg_00199
10000741,inv_000861,asg_00199
10000741,inv_001300,asg_00199
10000741,inv_001219,asg_00199
10000742,inv_000654,asg_00236
10000742,inv_000709,asg_00236
10000742,inv_001684,asg_00236
10000743,inv_001378,asg_00016
10000743,inv_000798,asg_00016
10000744,inv_001149,asg_00271
10000744,inv_000707,asg_00271
10000744,inv_000170,asg_00271
10000744,inv_000425,asg_00271
10000745,inv_000924,
10000745,inv_001381,
10000745,inv_000957,
10000746,inv_001156,asg_00011
10000746,inv_001156,asg_00384
10000746,inv_000883,asg_00011
10000746,inv_000883,asg_00384
10000746,inv_000850,asg_00011
10000746,inv_000850,asg_00384
10000747,inv_001886,asg_00063
10000747,inv_001100,asg_00063
10000747,inv_000269,asg_00063
10000747,inv_000775,asg_00063
10000748,inv_001168,asg_00081
10000749,inv_001538,asg_00142
10000749,inv_001538,asg_00163
10000749,inv_000445,asg_00142
10000749,inv_000445,asg_00163
10000749,inv_000856,asg_00142
10000749,inv_000856,asg_00163
10000750,inv_000461,asg_00146
10000750,inv_001759,asg_00146
10000750,inv_000827,asg_00146
10000750,inv_001013,asg_00146
10000751,inv_000006,asg_00237
10000751,inv_001090,asg_00237
10000751,inv_001699,asg_00237
10000752,inv_001995,asg_00316
10000752,inv_000856,asg_00316
10000752,inv_000840,asg_00316
10000752,inv_000386,asg_00316
10000753,inv_001227,asg_00209
10000754,inv_001165,asg_00046
10000754,inv_001281,asg_00046
10000755,inv_001130,asg_00082
10000755,inv_001130,asg_00234
10000755,inv_001047,asg_00082
10000755,inv_001047,asg_00234
10000755,inv_001768,asg_00082
10000755,inv_001768,asg_00234
10000755,inv_000395,asg_00082
10000755,inv_000395,asg_00234
10000756,inv_000660,asg_00015
10000756,inv_000271,asg_00015
10000757,inv_001400,asg_00123
10000757,inv_001235,asg_00123
10000758,inv_001645,asg_00169
10000759,inv_000014,asg_00349
10000760,inv_000144,asg_00366
10000760,inv_001603,asg_00366
10000760,inv_000854,asg_00366
10000760,inv_001961,asg_00366
10000761,inv_000898,asg_00371
10000762,inv_000744,asg_00261
10000763,inv_000212,asg_00134
10000764,inv_001344,asg_00247
10000764,inv_000695,asg_00247
10000764,inv_000290,asg_00247
10000764,inv_001869,asg_00247
10000765,inv_000938,asg_00251
10000765,inv_000938,asg_00385
10000766,inv_000677,asg_00140
10000766,inv_001612,asg_00140
10000766,inv_000922,asg_00140
10000766,inv_001432,asg_00140
10000767,inv_000053,asg_00185
10000767,inv_000452,asg_00185
10000767,inv_001802,asg_00185
10000768,inv_001162,asg_00365
10000768,inv_001298,asg_00365
10000769,inv_000300,asg_00196
10000769,inv_001244,asg_00196
10000770,inv_001194,asg_00006
10000770,inv_000620,asg_00006
10000771,inv_000976,asg_00329
10000771,inv_000976,asg_00079
10000771,inv_001266,asg_00329
10000771,inv_001266,asg_00079
10000771,inv_001843,asg_00329
10000771,inv_001843,asg_00079
10000771,inv_000348,asg_00329
10000771,inv_000348,asg_00079
10000772,inv_000774,asg_00086
10000772,inv_001772,asg_00086
10000772,inv_001896,asg_00086
10000773,inv_000029,asg_00158
10000773,inv_001369,asg_00158
10000773,inv_001939,asg_00158
10000773,inv_000132,asg_00158
10000774,inv_001331,asg_00255
10000775,inv_001518,asg_00016
10000775,inv_000414,asg_00016
10000776,inv_000555,asg_00273
10000777,inv_000914,asg_00126
10000778,inv_000467,asg_00090
10000778,inv_001412,asg_00090
10000779,inv_000187,asg_00032
10000779,inv_001521,asg_00032
10000779,inv_000389,asg_00032
10000780,inv_000466,asg_00297
10000780,inv_000499,asg_00297
10000781,inv_000653,asg_00037
10000782,inv_000974,asg_00277
10000783,inv_001165,asg_00057
10000783,inv_000019,asg_00057
10000783,inv_001191,asg_00057
10000784,inv_000001,asg_00252
10000784,inv_000515,asg_00252
10000784,inv_001545,asg_00252
10000784,inv_000833,asg_00252
10000785,inv_001053,asg_00272
10000785,inv_000581,asg_00272
10000785,inv_001948,asg_00272
10000785,inv_001321,asg_00272
10000786,inv_001281,asg_00093
10000786,inv_001281,asg_00249
10000786,inv_000901,asg_00093
10000786,inv_000901,asg_00249
10000786,inv_000228,asg_00093
10000786,inv_000228,asg_00249
10000787,inv_000334,asg_00155
10000787,inv_000366,asg_00155
10000787,inv_000134,asg_00155
10000787,inv_001557,asg_00155
10000788,inv_000396,asg_00118
10000788,inv_001594,asg_00118
10000789,inv_001569,asg_00153
10000789,inv_001086,asg_00153
10000789,inv_000966,asg_00153
10000790,inv_000663,asg_00202
10000790,inv_000320,asg_00202
10000791,inv_000666,asg_00242
10000791,inv_001959,asg_00242
10000792,inv_000468,asg_00155
10000792,inv_001910,asg_00155
10000792,inv_000538,asg_00155
10000793,inv_001698,asg_00217
10000793,inv_001526,asg_00217
10000793,inv_000645,asg_00217
10000794,inv_000113,asg_00071
10000794,inv_001983,asg_00071
10000794,inv_000837,asg_00071
10000794,inv_000724,asg_00071
10000795,inv_000427,asg_00150
10000795,inv_001355,asg_00150
10000796,inv_000667,asg_00110
10000796,inv_001142,asg_00110
10000796,inv_001146,asg_00110
10000796,inv_001513,asg_00110
10000797,inv_000218,asg_00370
10000797,inv_000152,asg_00370
10000797,inv_000497,asg_00370
10000798,inv_001408,asg_00143
10000798,inv_001965,asg_00143
10000798,inv_001861,asg_00143
10000798,inv_001446,asg_00143
10000799,inv_000114,asg_00141
10000800,inv_000227,asg_00037
10000800,inv_000227,asg_00166
10000800,inv_000966,asg_00037
10000800,inv_000966,asg_00166
10000800,inv_000275,asg_00037
10000800,inv_000275,asg_00166
10000801,inv_001207,asg_00287
10000801,inv_000612,asg_00287
10000802,inv_001140,asg_00011
10000802,inv_001087,asg_00011
10000802,inv_001673,asg_00011
10000803,inv_001853,asg_00109
10000803,inv_001582,asg_00109
10000803,inv_000913,asg_00109
10000804,inv_000741,asg_00132
10000804,inv_000741,asg_00130
10000804,inv_000682,asg_00132
10000804,inv_000682,asg_00130
10000804,inv_000407,asg_00132
10000804,inv_000407,asg_00130
10000804,inv_001387,asg_00132
10000804,inv_001387,asg_00130
10000805,inv_000875,asg_00270
10000805,inv_000811,asg_00270
10000805,inv_001650,asg_00270
10000805,inv_000996,asg_00270
10000806,inv_000065,asg_00275
10000806,inv_001965,asg_00275
10000806,inv_001032,asg_00275
10000806,inv_001788,asg_00275
10000807,inv_001504,
10000808,inv_001635,asg_00044
10000808,inv_001635,asg_00293
10000808,inv_001051,asg_00044
10000808,inv_001051,asg_00293
10000809,inv_001571,asg_00141
10000810,inv_000149,asg_00232
10000810,inv_000372,asg_00232
10000810,inv_001326,asg_00232
10000811,inv_000013,asg_00004
10000811,inv_001277,asg_00004
10000811,inv_001696,asg_00004
10000812,inv_001752,asg_00167
10000812,inv_000456,asg_00167
10000812,inv_001196,asg_00167
10000813,inv_001829,asg_00078
10000813,inv_001829,asg_00096
10000813,inv_001802,asg_00078
10000813,inv_001802,asg_00096
10000813,inv_001464,asg_00078
10000813,inv_001464,asg_00096
10000814,inv_000053,asg_00020
10000815,inv_001782,asg_00106
10000815,inv_000645,asg_00106
10000815,inv_001901,asg_00106
10000816,inv_000477,asg_00181
10000816,inv_001917,asg_00181
10000816,inv_001883,asg_00181
10000817,inv_000052,asg_00106
10000817,inv_000052,asg_00194
10000817,inv_000909,asg_00106
10000817,inv_000909,asg_00194
10000817,inv_001776,asg_00106
10000817,inv_001776,asg_00194
10000817,inv_001523,asg_00106
10000817,inv_001523,asg_00194
10000818,inv_000421,asg_00063
10000818,inv_001578,asg_00063
10000819,inv_000333,asg_00061
10000820,inv_000850,asg_00259
10000820,inv_000850,asg_00184
10000820,inv_000391,asg_00259
10000820,inv_000391,asg_00184
10000820,inv_000430,asg_00259
10000820,inv_000430,asg_00184
10000821,inv_000033,asg_00051
10000821,inv_000014,asg_00051
10000821,inv_000778,asg_00051
10000821,inv_001645,asg_00051
10000822,inv_000889,asg_00333
10000822,inv_000889,asg_00153
10000823,inv_000032,asg_00165
10000823,inv_001948,asg_00165
10000823,inv_001974,asg_00165
10000823,inv_000562,asg_00165
10000824,inv_000262,asg_00071
10000825,inv_001774,asg_00190
10000825,inv_001515,asg_00190
10000826,inv_000357,asg_00077
10000826,inv_001917,asg_00077
10000827,inv_001610,asg_00254
10000828,inv_001861,asg_00014
10000828,inv_001723,asg_00014
10000828,inv_000543,asg_00014
10000829,inv_000070,asg_00023
10000829,inv_000070,asg_00276
10000829,inv_001505,asg_00023
10000829,inv_001505,asg_00276
10000829,inv_001785,asg_00023
10000829,inv_001785,asg_00276
10000829,inv_000295,asg_00023
10000829,inv_000295,asg_00276
10000830,inv_000205,asg_00114
10000830,inv_000030,asg_00114
10000831,inv_000951,asg_00068
10000831,inv_000850,asg_00068
10000831,inv_001753,asg_00068
10000831,inv_001839,asg_00068
10000832,inv_001842,asg_00276
10000832,inv_001849,asg_00276
10000832,inv_000526,asg_00276
10000832,inv_000262,asg_00276
10000833,inv_001533,asg_00112
10000833,inv_001702,asg_00112
10000833,inv_001744,asg_00112
10000833,inv_001169,asg_00112
10000834,inv_001522,asg_00206
10000835,inv_000513,asg_00154
10000835,inv_000378,asg_00154
10000836,inv_001556,asg_00191
10000836,inv_001842,asg_00191
10000836,inv_000269,asg_00191
10000837,inv_001531,asg_00197
10000837,inv_001531,asg_00323
10000838,inv_001299,asg_00121
10000838,inv_001299,asg_00082
10000838,inv_000069,asg_00121
10000838,inv_000069,asg_00082
10000839,inv_000990,asg_00295
10000839,inv_001756,asg_00295
10000839,inv_000704,asg_00295
10000839,inv_000384,asg_00295
10000840,inv_001117,asg_00335
10000840,inv_000900,asg_00335
10000840,inv_000241,asg_00335
10000841,inv_000522,asg_00249
10000841,inv_000698,asg_00249
10000842,inv_001563,
10000842,inv_001063,
10000842,inv_000538,
10000843,inv_000193,asg_00056
10000843,inv_000193,asg_00061
10000843,inv_000465,asg_00056
10000843,inv_000465,asg_00061
10000844,inv_000628,asg_00042
10000844,inv_000926,asg_00042
10000844,inv_000893,asg_00042
10000845,inv_000290,asg_00397
10000845,inv_001720,asg_00397
10000846,inv_001152,asg_00024
10000846,inv_001761,asg_00024
10000847,inv_000766,asg_00084
10000847,inv_000325,asg_00084
10000848,inv_001107,asg_00217
10000848,inv_001107,asg_00103
10000848,inv_001929,asg_00217
10000848,inv_001929,asg_00103
10000849,inv_001845,asg_00239
10000849,inv_001845,asg_00164
10000849,inv_001068,asg_00239
10000849,inv_001068,asg_00164
10000849,inv_001990,asg_00239
10000849,inv_001990,asg_00164
10000849,inv_000862,asg_00239
10000849,inv_000862,asg_00164
10000850,inv_001450,asg_00375
10000850,inv_001138,asg_00375
10000850,inv_001368,asg_00375
10000851,inv_000287,asg_00124
10000851,inv_000294,asg_00124
10000851,inv_000984,asg_00124
10000851,inv_001684,asg_00124
10000852,inv_000509,asg_00115
10000852,inv_001708,asg_00115
10000853,inv_000421,asg_00141
10000853,inv_000908,asg_00141
10000854,inv_001073,asg_00241
10000854,inv_000210,asg_00241
10000854,inv_001580,asg_00241
10000855,inv_001108,asg_00232
10000856,inv_001944,asg_00130
10000856,inv_001944,asg_00057
10000856,inv_000083,asg_00130
10000856,inv_000083,asg_00057
10000856,inv_000781,asg_00130
10000856,inv_000781,asg_00057
10000857,inv_001794,asg_00249
10000857,inv_001453,asg_00249
10000858,inv_001498,asg_00306
10000859,inv_000863,asg_00143
10000859,inv_000863,asg_00370
10000859,inv_000116,asg_00143
10000859,inv_000116,asg_00370
10000859,inv_001306,asg_00143
10000859,inv_001306,asg_00370
10000859,inv_000215,asg_00143
10000859,inv_000215,asg_00370
10000860,inv_000859,asg_00182
10000860,inv_001365,asg_00182
10000860,inv_001712,asg_00182
10000861,inv_000497,asg_00340
10000861,inv_001199,asg_00340
10000861,inv_001013,asg_00340
10000861,inv_000453,asg_00340
10000862,inv_001242,asg_00021
10000862,inv_001062,asg_00021
10000862,inv_001782,asg_00021
10000862,inv_001894,asg_00021
10000863,inv_001178,asg_00391
10000864,inv_001669,
10000864,inv_000806,
10000864,inv_001471,
10000864,inv_001524,
10000865,inv_001925,asg_00321
10000866,inv_000049,asg_00050
10000866,inv_000049,asg_00149
10000866,inv_001291,asg_00050
10000866,inv_001291,asg_00149
10000867,inv_000734,asg_00127
10000867,inv_001676,asg_00127
10000867,inv_001398,asg_00127
10000868,inv_001431,asg_00107
10000868,inv_001300,asg_00107
10000868,inv_000538,asg_00107
10000868,inv_001574,asg_00107
10000869,inv_001542,asg_00255
10000869,inv_000713,asg_00255
10000869,inv_001599,asg_00255
10000869,inv_001670,asg_00255
10000870,inv_000648,asg_00369
10000870,inv_001697,asg_00369
10000871,inv_001309,asg_00362
10000871,inv_000381,asg_00362
10000871,inv_001549,asg_00362
10000871,inv_000783,asg_00362
10000872,inv_001834,asg_00165
10000872,inv_001834,asg_00008
10000872,inv_000740,asg_00165
10000872,inv_000740,asg_00008
10000872,inv_001545,asg_00165
10000872,inv_001545,asg_00008
10000872,inv_000326,asg_00165
10000872,inv_000326,asg_00008
10000873,inv_001549,asg_00316
10000873,inv_001146,asg_00316
10000873,inv_001102,asg_00316
10000874,inv_001457,asg_00339
10000875,inv_001091,asg_00197
10000875,inv_000724,asg_00197
10000875,inv_000812,asg_00197
10000876,inv_000663,asg_00226
10000876,inv_000663,asg_00020
10000877,inv_000053,asg_00112
10000877,inv_000053,asg_00125
10000877,inv_001012,asg_00112
10000877,inv_001012,asg_00125
10000877,inv_000459,asg_00112
10000877,inv_000459,asg_00125
10000878,inv_000607,asg_00010
10000879,inv_000844,asg_00297
10000879,inv_000844,asg_00204
10000879,inv_000381,asg_00297
10000879,inv_000381,asg_00204
10000880,inv_001447,asg_00134
10000880,inv_001631,asg_00134
10000880,inv_000745,asg_00134
10000881,inv_000655,asg_00354
10000881,inv_001106,asg_00354
10000882,inv_000197,asg_00259
10000882,inv_001878,asg_00259
10000883,inv_001653,asg_00116
10000883,inv_001653,asg_00368
10000884,inv_001176,asg_00224
10000884,inv_001713,asg_00224
10000884,inv_000108,asg_00224
10000885,inv_000045,asg_00332
10000885,inv_001146,asg_00332
10000886,inv_000130,asg_00368
10000886,inv_001396,asg_00368
10000887,inv_001461,asg_00220
10000888,inv_000634,asg_00119
10000888,inv_001102,asg_00119
10000888,inv_001427,asg_00119
10000888,inv_001381,asg_00119
10000889,inv_001766,asg_00364
10000889,inv_000013,asg_00364
10000889,inv_001988,asg_00364
10000890,inv_001257,
10000891,inv_001711,
10000891,inv_000371,
10000892,inv_001937,asg_00358
10000893,inv_000283,asg_00181
10000893,inv_001735,asg_00181
10000893,inv_000703,asg_00181
10000893,inv_000374,asg_00181
10000894,inv_000377,asg_00102
10000895,inv_001539,
10000895,inv_000192,
10000895,inv_001072,
10000895,inv_000527,
10000896,inv_000195,asg_00270
10000896,inv_000195,asg_00006
10000896,inv_000345,asg_00270
10000896,inv_000345,asg_00006
10000896,inv_000003,asg_00270
10000896,inv_000003,asg_00006
10000897,inv_001638,asg_00288
10000897,inv_001638,asg_00191
10000898,inv_000372,asg_00349
10000898,inv_001096,asg_00349
10000898,inv_000447,asg_00349
10000898,inv_001998,asg_00349
10000899,inv_001825,asg_00395
10000899,inv_000902,asg_00395
10000900,inv_000062,asg_00061
10000900,inv_001274,asg_00061
10000900,inv_000079,asg_00061
10000900,inv_001915,asg_00061
10000901,inv_001208,asg_00051
10000901,inv_001061,asg_00051
10000902,inv_001920,asg_00199
10000902,inv_000931,asg_00199
10000902,inv_001901,asg_00199
10000903,inv_000504,asg_00251
10000903,inv_000748,asg_00251
10000903,inv_000289,asg_00251
10000904,inv_001877,asg_00245
10000904,inv_001877,asg_00337
10000905,inv_001358,asg_00269
10000906,inv_001550,asg_00069
10000906,inv_001118,asg_00069
10000906,inv_001317,asg_00069
10000906,inv_000411,asg_00069
10000907,inv_000827,asg_00251
10000907,inv_000891,asg_00251
10000907,inv_000772,asg_00251
10000907,inv_000168,asg_00251
10000908,inv_000626,asg_00350
10000908,inv_001019,asg_00350
10000908,inv_001610,asg_00350
10000908,inv_001578,asg_00350
10000909,inv_000385,asg_00157
10000909,inv_000385,asg_00300
10000910,inv_001513,
10000910,inv_000098,
10000910,inv_001094,
10000911,inv_001687,asg_00222
10000911,inv_001687,asg_00378
10000912,inv_001394,asg_00050
10000912,inv_001394,asg_00234
10000912,inv_001431,asg_00050
10000912,inv_001431,asg_00234
10000912,inv_000091,asg_00050
10000912,inv_000091,asg_00234
10000913,inv_001014,asg_00313
10000913,inv_000423,asg_00313
10000914,inv_001892,asg_00123
10000915,inv_000761,asg_00022
10000915,inv_000761,asg_00079
10000915,inv_001879,asg_00022
10000915,inv_001879,asg_00079
10000916,inv_001806,asg_00363
10000916,inv_001888,asg_00363
10000916,inv_000865,asg_00363
10000917,inv_000838,asg_00211
10000917,inv_001413,asg_00211
10000917,inv_000020,asg_00211
10000918,inv_000519,asg_00021
10000918,inv_001229,asg_00021
10000918,inv_000021,asg_00021
10000918,inv_001283,asg_00021
10000919,inv_000144,asg_00081
10000919,inv_001305,asg_00081
10000920,inv_000342,asg_00348
10000920,inv_001932,asg_00348
10000920,inv_001515,asg_00348
10000921,inv_000583,asg_00389
10000921,inv_001752,asg_00389
10000921,inv_001167,asg_00389
10000922,inv_000411,asg_00055
10000922,inv_000260,asg_00055
10000922,inv_001061,asg_00055
10000922,inv_000073,asg_00055
10000923,inv_000377,asg_00123
10000923,inv_000171,asg_00123
10000923,inv_001561,asg_00123
10000923,inv_001420,asg_00123
10000924,inv_000905,asg_00339
10000924,inv_001222,asg_00339
10000925,inv_000089,asg_00174
10000925,inv_000089,asg_00128
10000925,inv_001164,asg_00174
10000925,inv_001164,asg_00128
10000925,inv_000029,asg_00174
10000925,inv_000029,asg_00128
10000926,inv_000801,asg_00149
10000927,inv_000687,asg_00012
10000927,inv_001347,asg_00012
10000928,inv_001140,asg_00162
10000928,inv_000329,asg_00162
10000928,inv_000293,asg_00162
10000929,inv_001266,asg_00370
10000930,inv_001401,asg_00195
10000931,inv_001574,asg_00321
10000931,inv_001161,asg_00321
10000931,inv_000245,asg_00321
10000931,inv_001755,asg_00321
10000932,inv_001328,asg_00243
10000932,inv_001328,asg_00292
10000933,inv_000920,asg_00313
10000933,inv_001864,asg_00313
10000933,inv_001532,asg_00313
10000933,inv_000486,asg_00313
10000934,inv_000930,asg_00114
10000934,inv_000930,asg_00073
10000934,inv_001098,asg_00114
10000934,inv_001098,asg_00073
10000935,inv_000753,
10000935,inv_001515,
10000936,inv_001455,asg_00205
10000936,inv_001801,asg_00205
10000936,inv_001108,asg_00205
10000936,inv_001744,asg_00205
10000937,inv_001809,asg_00198
10000937,inv_000855,asg_00198
10000937,inv_000943,asg_00198
10000937,inv_001502,asg_00198
10000938,inv_000272,asg_00364
10000938,inv_001481,asg_00364
10000938,inv_001085,asg_00364
10000938,inv_000421,asg_00364
10000939,inv_001843,asg_00209
10000939,inv_001843,asg_00191
10000939,inv_000948,asg_00209
10000939,inv_000948,asg_00191
10000939,inv_001122,asg_00209
10000939,inv_001122,asg_00191
10000940,inv_000963,asg_00231
10000940,inv_000222,asg_00231
10000941,inv_000444,asg_00080
10000941,inv_000691,asg_00080
10000942,inv_001931,
10000942,inv_000907,
10000943,inv_000559,asg_00393
10000943,inv_001527,asg_00393
10000944,inv_000308,asg_00125
10000944,inv_000842,asg_00125
10000945,inv_001384,asg_00033
10000946,inv_000678,asg_00160
10000946,inv_000678,asg_00182
10000947,inv_000743,asg_00161
10000948,inv_000593,asg_00287
10000948,inv_000621,asg_00287
10000949,inv_001090,asg_00209
10000949,inv_001090,asg_00081
10000950,inv_001413,asg_00058
10000950,inv_001736,asg_00058
10000950,inv_001850,asg_00058
10000951,inv_000277,asg_00242
10000951,inv_000277,asg_00194
10000952,inv_001906,asg_00229
10000952,inv_000903,asg_00229
10000952,inv_001197,asg_00229
10000953,inv_000174,
10000953,inv_001815,
10000953,inv_000757,
10000954,inv_001877,asg_00342
10000954,inv_000306,asg_00342
10000954,inv_000227,asg_00342
10000954,inv_001914,asg_00342
10000955,inv_000726,asg_00253
10000956,inv_000747,asg_00262
10000956,inv_001743,asg_00262
10000957,inv_001855,asg_00358
10000957,inv_000341,asg_00358
10000957,inv_000106,asg_00358
10000958,inv_000082,asg_00336
10000958,inv_000082,asg_00234
10000958,inv_000558,asg_00336
10000958,inv_000558,asg_00234
10000958,inv_001535,asg_00336
10000958,inv_001535,asg_00234
10000959,inv_000267,asg_00319
10000959,inv_000267,asg_00005
10000960,inv_000408,asg_00355
10000960,inv_001852,asg_00355
10000960,inv_000962,asg_00355
10000960,inv_000778,asg_00355
10000961,inv_001644,asg_00217
10000961,inv_001644,asg_00208
10000961,inv_001049,asg_00217
10000961,inv_001049,asg_00208
10000961,inv_001748,asg_00217
10000961,inv_001748,asg_00208
10000962,inv_001131,asg_00042
10000962,inv_000395,asg_00042
10000962,inv_001001,asg_00042
10000963,inv_000047,asg_00390
10000964,inv_000133,asg_00398
10000964,inv_000315,asg_00398
10000964,inv_001171,asg_00398
10000965,inv_001508,asg_00316
10000966,inv_001292,asg_00313
10000966,inv_001788,asg_00313
10000966,inv_000677,asg_00313
10000966,inv_001609,asg_00313
10000967,inv_000380,asg_00046
10000968,inv_001468,
10000969,inv_001450,asg_00095
10000969,inv_001014,asg_00095
10000970,inv_000906,asg_00003
10000971,inv_001798,asg_00096
10000971,inv_001110,asg_00096
10000972,inv_001737,asg_00116
10000972,inv_000658,asg_00116
10000973,inv_001037,asg_00176
10000973,inv_001311,asg_00176
10000973,inv_000584,asg_00176
10000973,inv_000446,asg_00176
10000974,inv_000576,
10000974,inv_001544,
10000974,inv_000330,
10000975,inv_001269,asg_00220
10000976,inv_000652,asg_00185
10000977,inv_001489,asg_00380
10000977,inv_001719,asg_00380
10000977,inv_000653,asg_00380
10000978,inv_000641,asg_00087
10000978,inv_001118,asg_00087
10000978,inv_001525,asg_00087
10000978,inv_000389,asg_00087
10000979,inv_000664,asg_00206
10000979,inv_000664,asg_00237
10000979,inv_001891,asg_00206
10000979,inv_001891,asg_00237
10000979,inv_001630,asg_00206
10000979,inv_001630,asg_00237
10000979,inv_001733,asg_00206
10000979,inv_001733,asg_00237
10000980,inv_000859,asg_00162
10000980,inv_001944,asg_00162
10000980,inv_000050,asg_00162
10000980,inv_001788,asg_00162
10000981,inv_000889,asg_00338
10000982,inv_000194,asg_00076
10000982,inv_000033,asg_00076
10000983,inv_000803,asg_00281
10000983,inv_000803,asg_00142
10000983,inv_000324,asg_00281
10000983,inv_000324,asg_00142
10000983,inv_000621,asg_00281
10000983,inv_000621,asg_00142
10000983,inv_001699,asg_00281
10000983,inv_001699,asg_00142
10000984,inv_000886,asg_00340
10000984,inv_000891,asg_00340
10000984,inv_001940,asg_00340
10000984,inv_001744,asg_00340
10000985,inv_001445,asg_00120
10000985,inv_000976,asg_00120
10000985,inv_001244,asg_00120
10000986,inv_000026,asg_00322
10000986,inv_001959,asg_00322
10000986,inv_000630,asg_00322
10000986,inv_001293,asg_00322
10000987,inv_001226,asg_00144
10000988,inv_000129,asg_00107
10000988,inv_000036,asg_00107
10000988,inv_000915,asg_00107
10000988,inv_000757,asg_00107
10000989,inv_001611,asg_00169
10000989,inv_000574,asg_00169
10000989,inv_001136,asg_00169
10000989,inv_000697,asg_00169
10000990,inv_001450,asg_00127
10000990,inv_001214,asg_00127
10000991,inv_000641,asg_00048
10000992,inv_001083,asg_00308
10000993,inv_001592,asg_00073
10000993,inv_000395,asg_00073
10000993,inv_001620,asg_00073
10000993,inv_001576,asg_00073
10000994,inv_001296,asg_00317
10000994,inv_000006,asg_00317
10000995,inv_001959,asg_00309
10000995,inv_001959,asg_00274
10000995,inv_000655,asg_00309
10000995,inv_000655,asg_00274
10000995,inv_000992,asg_00309
10000995,inv_000992,asg_00274
10000996,inv_000605,asg_00376
10000997,inv_001619,asg_00005
10000997,inv_000770,asg_00005
10000998,inv_000051,asg_00215
10000998,inv_000059,asg_00215
10000998,inv_001334,asg_00215
10000999,inv_000914,asg_00080
10000999,inv_001281,asg_00080
10001000,inv_000933,asg_00232
10001000,inv_000565,asg_00232
10001000,inv_000405,asg_00232
10001001,inv_001958,
10001001,inv_000034,
10001001,inv_000253,
10001002,inv_000645,asg_00281
10001002,inv_001703,asg_00281
10001003,inv_000668,asg_00017
10001003,inv_000668,asg_00329
10001003,inv_001255,asg_00017
10001003,inv_001255,asg_00329
10001004,inv_001808,asg_00370
10001005,inv_000286,asg_00267
10001006,inv_001991,
10001006,inv_000731,
10001006,inv_000692,
10001007,inv_001074,asg_00202
10001008,inv_001667,asg_00081
10001009,inv_001320,asg_00012
10001010,inv_000448,asg_00078
10001011,inv_001548,
10001011,inv_001299,
10001011,inv_001372,
10001011,inv_000810,
10001012,inv_001126,asg_00106
10001012,inv_000139,asg_00106
10001012,inv_000082,asg_00106
10001012,inv_000409,asg_00106
10001013,inv_001437,asg_00260
10001013,inv_001437,asg_00084
10001013,inv_000165,asg_00260
10001013,inv_000165,asg_00084
10001013,inv_001191,asg_00260
10001013,inv_001191,asg_00084
10001014,inv_001874,asg_00318
10001015,inv_000327,asg_00171
10001015,inv_001709,asg_00171
10001015,inv_000412,asg_00171
10001015,inv_001544,asg_00171
10001016,inv_001332,asg_00014
10001017,inv_000419,asg_00054
10001017,inv_000378,asg_00054
10001017,inv_000230,asg_00054
10001017,inv_000085,asg_00054
10001018,inv_001705,asg_00303
10001018,inv_001412,asg_00303
10001018,inv_001380,asg_00303
10001019,inv_001160,asg_00129
10001019,inv_001160,asg_00111
10001019,inv_001823,asg_00129
10001019,inv_001823,asg_00111
10001020,inv_001698,asg_00105
10001020,inv_001698,asg_00255
10001020,inv_000370,asg_00105
10001020,inv_000370,asg_00255
10001021,inv_001232,asg_00287
10001021,inv_001543,asg_00287
10001021,inv_000338,asg_00287
10001021,inv_001885,asg_00287
10001022,inv_001811,
10001023,inv_001939,asg_00000
10001024,inv_000199,asg_00330
10001024,inv_000109,asg_00330
10001025,inv_000855,asg_00017
10001025,inv_001338,asg_00017
10001025,inv_000045,asg_00017
10001026,inv_001904,asg_00061
10001026,inv_001904,asg_00325
10001026,inv_001909,asg_00061
10001026,inv_001909,asg_00325
10001026,inv_001817,asg_00061
10001026,inv_001817,asg_00325
10001026,inv_001639,asg_00061
10001026,inv_001639,asg_00325
10001027,inv_000230,
10001028,inv_000553,asg_00032
10001028,inv_000046,asg_00032
10001028,inv_001439,asg_00032
10001029,inv_001388,asg_00238
10001029,inv_000772,asg_00238
10001029,inv_000061,asg_00238
10001029,inv_000076,asg_00238
10001030,inv_001344,
10001031,inv_000049,asg_00096
10001031,inv_000049,asg_00120
10001031,inv_001374,asg_00096
10001031,inv_001374,asg_00120
10001031,inv_000556,asg_00096
10001031,inv_000556,asg_00120
10001032,inv_001788,asg_00222
10001033,inv_000586,asg_00306
10001034,inv_000764,asg_00371
10001034,inv_000764,asg_00282
10001034,inv_001348,asg_00371
10001034,inv_001348,asg_00282
10001035,inv_000833,asg_00239
